id_usgs,name_usgs,id_nws
11481000,Mad R Nr Arcata Ca,ARCC1
10321940,"Maggie Ck Abv Maggie Ck Cyn Nr Carlin, Nv",MMCN2
10322000,"Maggie Ck At Carlin, Nv",MGCN2
10321950,"Maggie Ck At Maggie Cr Cyn Nr Carlin, Nv",MCYN2
13233300,Malheur River Below Nevada Dam Near Vale Or,VALO3
11206820,Marble Fork Kaweah R Ab Horse C Nr Lodgepole Ca,MBPC1
11119940,Maria Ygnacio C A University Drive Nr Goleta Ca,LMYC1
11466800,Mark West C Nr Mirabel Heights Ca,MWEC1
10336715,"Marlette Ck Nr Carson City, Nv",MCCN2
10336710,"Marlette Lake Nr Carson City, Nv",MLTN2
10329500,"Martin Ck Nr Paradise Valley, Nv",MARN2
10322150,"Marys Ck At Carlin, Nv",MACN2
14171000,"Marys River Near Philomath, Or",PHIO3
10315500,"Marys Rv Abv Hot Spgs Ck Nr Deeth, Nv",MHSN2
11466170,Matanzas C A Santa Rosa Ca,MZSC1
11114495,Matilija C Nr Res Nr Matilija Hot Springs Ca,MTGC1
11468900,Mattole R Nr Ettersburg Ca,ETTC1
11469000,Mattole R Nr Petrolia Ca,MTOC1
10352500,"Mcdermitt Ck Nr Mcdermitt, Nv",MDCN2
14158850,"Mckenzie R Blw Trail Br Dam Nr Belknap Springs, Or",TRBO3
14159110,"Mckenzie River Above South Fork, Near Rainbow, Or",CMRO3
14164900,"Mckenzie River Abv Hayden Br, At Springfield,or",MRHO3
14158500,"Mckenzie River At Outlet Of Clear Lake, Or",MOCO3
14158740,"Mckenzie River Bl Payne Cr, Nr Belknap Springs, Or",
14163150,"Mckenzie River Blw Leaburg Dam, Nr Leaburg, Or",
14165500,"Mckenzie River Near Coburg, Or",MRGO3
14162500,"Mckenzie River Near Vida, Or",VIDO3
14163900,"Mckenzie River Near Walterville, Or",MCZO3
14020300,"Meacham Creek At Gibbon, Or",
9417500,"Meadow Valley Wash At Eagle Cyn Nr Ursine, Nv",MVEN2
9418500,"Meadow Valley Wash Nr Caliente, Nv",MVYN2
11264500,Merced R A Happy Isles Bridge Nr Yosemite Ca,HPIC1
11266500,Merced R A Pohono Bridge Nr Yosemite Ca,POHC1
9415060,"Mesquite Canal Nr Mesquite, Nv",
14091500,"Metolius River Near Grandview, Or",
11473900,Mf Eel R Nr Dos Rios Ca,DOSC1
14043840,"Mf John Day River Abv Camp Creek, Nr Galena, Or",
11224000,Mf San Joaquin R Nr Mammoth Lakes Ca,SJWC1
14145500,"Mf Willamette River Abv Salt Crk, Near Oakridge,or",
14148000,"Mf Willamette River Blw N Fork, Nr Oakridge, Or.",
14044000,"Middle Fork John Day River At Ritter, Or",
14152000,"Middle Fork Willamette River At Jasper, Or",JASO3
14150000,"Middle Fork Willamette River Near Dexter, Or",DEXO3
14144800,"Middle Fork Willamette River Nr Oakridge, Or",
11312676,Middle R At Middle River Ca,
11312685,Middle R Nr Holt Ca,MHTC1
14186200,"Middle Santiam R Blw Green Peter Dam Nr Foster, Or",
14185800,"Middle Santiam R Near Cascadia, Or",
11381500,Mill C Nr Los Molinos Ca,MLMC1
13331500,"Minam River At Minam, Or",
11455165,Miner Slough A Hwy 84 Bridge,
11119745,Mission C A Rocky Nook Park A Santa Barbara Ca,MNOC1
10257600,Mission C Nr Desert Hot Springs Ca,MSYC1
11119750,Mission C Nr Mission St Nr Santa Barbara Ca,MSCC1
11289000,Modesto Cn Nr La Grange Ca,MECC1
14165000,"Mohawk River Near Springfield, Or",SPRO3
10263000,Mojave R A Afton Ca,MJRC1
10262500,Mojave R A Barstow Ca,MBRC1
10261500,Mojave R A Lo Narrows Nr Victorville Ca,MVVC1
11336930,Mokelumne R A Andrus Island Nr Terminous Ca,
14200000,"Molalla River Near Canby, Or",CANO3
11336580,Morrison C Nr Sacramento Ca,
14113200,"Mosier Creek Near Mosier, Or",
11262900,Mud Slough Nr Gustine Ca,MUEC1
9419000,"Muddy Rv Nr Glendale, Nv",MUDN2
9416000,"Muddy Rv Nr Moapa, Nv",MOAN2
9415900,"Muddy Spgs At Lds Farm Nr Moapa, Nv",MSPN2
10258700,Murray Cyn C Nr Palm Springs Ca,MYNC1
11043000,Murrieta C A Temecula Ca,MUTC1
11042700,Murrieta C Nr Murrieta Ca,MUCC1
14327000,"N Fk Coquille R Nr Myrtle Point, Or",MYNO3
10317500,"N Fk Humboldt Rv At Devils Gate Nr Halleck, Nv",DEVN2
14147500,"N Fk Of M Fk Willamette R Nr Oakridge, Or",
11336685,N Mokelumne Nr Walnut Grove Ca,NMRC1
10348245,"N Truckee Drain At Spanish Springs Rd Nr Spark, Nv",NTDN2
10348295,"N Truckee Drain Nr Big Fish Dr Nr Sparks, Nv",BFDN2
14316500,"N Umpqua River Abv Copeland Ck Nr Toketee Falls,or",
14313500,"N Umpqua River Blw Lemolo Lk, Nr Toketee Falls, Or",
11413000,N Yuba R Bl Goodyears Bar Ca,GYRC1
14313200,"N.umpqua R Abv White Mule Ck, Nr Toketee Falls, Or",
14315700,"N.umpqua R Blw Slide Ck Dam Nr Toketee Falls, Or",
14316455,"N.umpqua R Blw Soda Spgs Resv, Nr Toketee Falls,or",
14313700,"N.umpqua R Blw Warm Springs Ck Nr Toketee Falls,or",
11149400,Nacimiento R Bl Nacimiento Dam Nr Bradley Ca,SC1
11148900,Nacimiento R Bl Sapaque C Nr Bryson Ca,NBYC1
11458000,Napa R Nr Napa Ca,APCC1
11456000,Napa R Nr St Helena Ca,SHEC1
14199704,"Nate Creek Tributary Near Colton, Or",
11458600,Nathanson C A Sonoma Ca,NSEC1
11468000,Navarro R Nr Navarro Ca,NVRC1
14301000,"Nehalem River Near Foss, Or",FSSO3
14299800,"Nehalem River Near Vernonia, Or",VENO3
11362890,Nelson C Release Weir Bl Pp Div Nr Big Bend Ca,
14303600,"Nestucca River Near Beaver, Or",BEAO3
10254970,New R At International Boundary At Calexico Ca,IBCC1
10255550,New R Nr Westmorland Ca,ZNRC1
11427000,Nf American R A North Fork Dam Ca,NFDC1
11451100,Nf Cache C A Hough Spring Nr Clearlake Oaks Ca,HOUC1
11451300,Nf Cache C Nr Clearlake Oaks Ca,CKKC1
11467553,Nf Gualala R Ab Sf Gualala R Nr Gualala Ca,GLAC1
10337810,Nf Squaw C A Olympic Valley Ca,OVCC1
11526500,Nf Trinity R A Helena Ca,THAC1
14178000,"No Santiam R Blw Boulder Crk, Nr Detroit, Or",
11509105,"North Canal At Highway 97, Near Midland, Or",
14138900,"North Fork Bull Run River Near Multnomah Falls, Or",NBRO3
14046000,"North Fork John Day River At Monument, Or",MONO3
14184100,"North Santiam R At Greens Bridge, Nr Jefferson, Or",NSGO3
14183000,"North Santiam River At Mehama, Or",MEHO3
14181500,"North Santiam River At Niagara, Or",
14315500,"North Umpqua River At Toketee Falls, Or",
14319500,"North Umpqua River At Winchester, Or",WNRO3
11459500,Novato C A Novato Ca,NVCC1
11468500,Noyo R Nr Fort Bragg Ca,FTBC1
14209000,"Oak Grove Fork Above Powerplant Intake, Or.",OKPO3
14209250,"Oak Grove Fork At Ripplebrook Campground, Or",
14208700,"Oak Grove Fork Near Government Camp, Or",OGCO3
11313405,Old R A Bacon Island Ca,OBIC1
11313452,Old R A Franks Tract Nr Terminous Ca,OSJC1
11313434,Old R A Quimby Island Nr Bethel Island Ca,ORQC1
11312968,Old R Nr Delta Mendota Canal Ca,ODMC1
11313315,Old River Near Byron Ca,OHFC1
11460605,Olema C A Vedanta Bridge A Olema Ca,
11045600,Oneill Lake Outlet Ch Nr Fallbrook Ca,
11045700,Oneill Lk Spill Ch Nr Fallbrook Ca,OSPC1
10348520,"Ophir Ck Nr Steamboat, Nv",OPCN2
11141050,Orcutt C Nr Orcutt Ca,OCKC1
11274500,Orestimba C Nr Newman Ca,OREC1
11274538,Orestimba Cr At River Rd Nr Crows Landing Ca,
11472180,Outlet C Nr Willits Ca,
13183000,"Owyhee River Below Owyhee Dam, Or",OWYO3
13181000,Owyhee River Nr Rome Or,ROMO3
13174500,"Owyhee Rv Nr Gold Ck, Nv",OGCN2
13175100,"Owyhee Rv Nr Mountain City, Nv",OMCN2
11153000,Pacheco C Nr Dunneville Ca,PHOC1
11159000,Pajaro R A Chittenden Ca,AROC1
11159500,Pajaro R A Watsonville Ca,PAJC1
10258500,Palm Cyn C Nr Palm Springs Ca,PCNC1
10259050,Palm Cyn Wash Nr Cathedral City Ca,GCDC1
9429000,"Palo Verde Canal Near Blythe, Ca",
11255575,Panoche C A I-5 Nr Silver Creek Ca,PNEC1
11042631,Pechanga C Nr Temecula Ca,PHGC1
9415908,"Pederson E Spgs Nr Moapa, Nv",PESN2
9415910,"Pederson Spgs Nr Moapa, Nv",PSGN2
10341100,Perazzo C Nr Soda Springs Ca,PZCC1
11070270,Perris Valley Storm Dr A Nuevo Rd Nr Perris Ca,PRIC1
11162500,Pescadero C Nr Pescadero Ca,PECC1
10322555,"Pete Hanson Ck Abv Henderson Ck Nr Eureka, Nv",PHCN2
11162630,Pilarcitos C A Half Moon Bay Ca,HMNC1
11162620,Pilarcitos C Bl Stone Dam Nr Hillsborough Ca,HMOC1
11162618,Pilarcitos Lk Nr Hillsborough Ca,PILC1
10322800,"Pine Ck At Modarelli Mine Rd Nr Hay Ranch, Nv",PCKN2
14046890,"Pine Creek Near Clarno, Or",
11109550,Piru C Ab Frenchmans Flat Ca,PFFC1
11109600,Piru Creek Above Lake Piru Ca,PCPC1
11109800,Piru Creek Below Santa Felicia Dam Ca,PSFC1
11355010,Pit R Bl Pit No 1 Ph Nr Fall River Mills Ca,PTRC1
11348500,Pit R Nr Canby Ca,CNBC1
11055500,Plunge C Nr East Highlands Ca,PGKC1
9523800,"Pontiac Canal Near Yuma, Az",
9415510,"Preston Big Sprg Nr Preston, Nv",PREN2
11455167,Prospect Slough A Toe Drain Nr Courtland Ca,
10340500,Prosser C Bl Prosser C Dam Nr Truckee Ca,PROC1
10340300,Prosser C Res Nr Truckee Ca,PSRC1
14070620,"Prowell Springs Diversion Pool, Near Bend, Or",
14202000,"Pudding River At Aurora, Or",AURO3
14201340,"Pudding River Near Woodburn, Or",PUWO3
11453500,Putah C Nr Guenoc Ca,PCGC1
11454000,Putah C Nr Winters Ca,PUCC1
9429200,"Pvid C Canal Spill Near Blythe, Ca",
9429180,"Pvid D23 Spill Near Blythe, Ca",
9429155,"Pvid F-canal Spill Near Blythe, Ca",
14185900,"Quartzville Creek Near Cascadia, Or",
103530001,Quinn Rv Blw Confl E Fk S Fk Quinn Nr Mc Dermitt,QNRN2
11044250,Rainbow C Nr Fallbrook Ca,RNKC1
11152650,Reclamation Ditch Nr Salinas Ca,RDSC1
11460151,Redwood C A Hwy 1 Bridge A Muir Beach Ca,RMBC1
11482500,Redwood C A Orick Ca,ORIC1
11481500,Redwood C Nr Blue Lake Ca,BLKC1
9523200,"Reservation Main Canal Near Yuma, Az",
9530000,"Reservation Main Drain No. 4 Near Yuma, Az",
11101250,Rio Hondo Ab Whittier Narrows Dam Ca,RHFC1
11102300,Rio Hondo Bl Whittier Narrows Dam Ca,RHCC1
11066320,Rix Outflow A Santa Ana R Nr Grand Terrace Ca,
10245970,"Roberts Ck Nr Eureka, Nv",RCKN2
10324500,"Rock Ck Nr Battle Mountain, Nv",ROCN2
14335072,"Rogue R At Cole M Rivers F Hatchery Nr Mcleod, Or",
14328000,"Rogue River Above Prospect, Oreg.",
14339000,"Rogue River At Dodge Bridge, Near Eagle Point, Or",EGLO3
14361500,"Rogue River At Grants Pass, Or",GRAO3
14378430,"Rogue River At Hwy 101 Bridge, At Wedderburn, Or",
14359000,"Rogue River At Raygold Near Central Point, Or",RYGO3
14330000,"Rogue River Below Prospect, Or",
14372300,"Rogue River Near Agness, Or",AGNO3
14337600,"Rogue River Near Mcleod, Or",
14154500,"Row River Above Pitcher Creek, Near Dorena, Or",DRRO3
14155500,"Row River Near Cottage Grove, Or",
11525530,Rush C Nr Lewiston Ca,RCLC1
11463980,Russian R A Digger Bend Nr Healdsburg Ca,RRHC1
11463500,Russian R A Geyserville Ca,GEYC1
11467000,Russian R A Hacienda Bridge Nr Guerneville Ca,RIOC1
11467270,Russian R A Highway 1 Bridge Nr Jenner Ca,RROC1
11463682,Russian R A Jimtown Ca,JIMC1
11467002,Russian R A Johnsons Beach A Guerneville Ca,GUEC1
11463000,Russian R Nr Cloverdale Ca,CDLC1
11464000,Russian R Nr Healdsburg Ca,HEAC1
11462500,Russian R Nr Hopland Ca,HOPC1
11462080,Russian R Nr Talmage Ca,TLMC1
11461000,Russian R Nr Ukiah Ca,UKAC1
11465390,Russian R Nr Windsor Ca,WDSC1
10320000,"S Fk Humboldt Rv Abv Dixie Ck Nr Elko, Nv",DIXN2
10319900,"S Fk Humboldt Rv Abv Tenmile Ck Nr Elko, Nv",SFHN2
11336680,S Mokelumne R A New Hope Br Nr Walnut Grove Ca,MWGC1
10249300,"S Twin Rv Nr Round Mountain, Nv",TWRN2
11389500,Sacramento R A Colusa Ca,CLUC1
11455478,Sacramento R A Decker Island Nr Rio Vista Ca,DEKC1
11342000,Sacramento R A Delta Ca,
11447650,Sacramento R A Freeport Ca,FPOC1
11370500,Sacramento R A Keswick Ca,KESC1
11447540,Sacramento R A Pier A West Sacramento Ca,
11455420,Sacramento R A Rio Vista Ca,RVTC1
11425500,Sacramento R A Verona Ca,VONC1
11377100,Sacramento R Ab Bend Bridge Nr Red Bluff Ca,BDBC1
11447890,Sacramento R Ab Delta Cross Channel Ca,
11447905,Sacramento R Bl Georgiana Slough Ca,
11390500,Sacramento R Bl Wilkins Slough Nr Grimes Ca,WLKC1
11455095,Sacramento R Deep Water Ship Channel Nr Freeport,
11455335,Sacramento R Deep Water Ship Channel Nr Rio Vista,
10343500,Sagehen C Nr Truckee Ca,SGNC1
11147500,Salinas R A Paso Robles Ca,PRBC1
11151700,Salinas R A Soledad Ca,SDDC1
11150500,Salinas R Nr Bradley Ca,BRDC1
11152300,Salinas R Nr Chualar Ca,CHLC1
11152500,Salinas R Nr Spreckels Ca,SPRC1
13105000,Salmon Falls Creek Nr San Jacinto Nv,SFLN2
11522500,Salmon R A Somes Bar Ca,SBRC1
11132500,Salsipuedes C Nr Lompoc Ca,SLUC1
11070465,Salt C A Murrieta Rd Nr Sun City Ca,SKEC1
10254050,Salt C Nr Mecca,ZSCC1
11261100,Salt Slough A Hwy 165 Nr Stevinson Ca,SSHC1
10254005,Salton Sea Nr Westmorland Ca,
11162730,San Andreas Lake A Dam Nr Millbrae Ca,AREC1
3.74E+14,San Antonio C A Indian Creek Road Nr Sunol Ca,ACSC1
11135800,San Antonio C A Los Alamos Ca,SISC1
11073300,San Antonio C A Riverside Drive Nr Chino Ca,IOCC1
11136100,San Antonio C Nr Casmalia Ca,NRCC1
11174000,San Antonio C Nr Sunol Ca,ACSC1
11149900,San Antonio R Nr Lockwood Ca,LWDC1
11173990,San Antonio Reservoir Nr Sunol Ca,
11158600,San Benito R A Hwy 156 Nr Hollister Ca,HOSC1
11156500,San Benito R Nr Willow Creek School Ca,PIIC1
11023000,San Diego R A Fashion Valley At San Diego Ca,FSNC1
11022480,San Diego R A Mast Rd Nr Santee Ca,SDGC1
3.73E+14,San Francisco Bay A Old Dumbarton Br Nr Newark Ca,DMBC1
11164500,San Francisquito C A Stanford University Ca,SFCC1
11087020,San Gabriel R Ab Whittier Narrows Dam Ca,SRQC1
11085000,San Gabriel R Bl Santa Fe Dam Nr Baldwin Pk Ca,SFHC1
11162570,San Gregorio C A San Gregorio Ca,SXGC1
11070210,San Jacinto R A Ramona Expressway Nr Lakeview Ca,SJTC1
11070150,San Jacinto R Ab State Street Nr San Jacinto Ca,SJKC1
11070500,San Jacinto R Nr Elsinore Ca,SJVC1
11069500,San Jacinto R Nr San Jacinto,SJIC1
11070365,San Jacinto R Nr Sun City Ca,SJQC1
11261500,San Joaquin R A Fremont Ford Bridge Ca,FRFC1
11337190,San Joaquin R A Jersey Point Ca,JRSC1
11253130,San Joaquin R A N San Mateo Rd Nr Mendota Ca,SWUC1
11313460,San Joaquin R A Prisoners Pt Nr Terminous Ca,PRXC1
11273400,San Joaquin R Ab Merced R Nr Newman Ca,SJDC1
11251000,San Joaquin R Bl Friant Ca,SJFC1
11304810,San Joaquin R Bl Garwood Bridge A Stockton Ca,SQGC1
11274550,San Joaquin R Nr Crows Landing Ca,CRDC1
11254000,San Joaquin R Nr Mendota Ca,SJMC1
11274000,San Joaquin R Nr Newman Ca,NWMC1
11303500,San Joaquin R Nr Vernalis Ca,VNSC1
11120500,San Jose C Nr Goleta Ca,SJEC1
11046530,San Juan C At La Novia St Br At San Juan Capis Ca,SJPC1
11181000,San Lorenzo C A Hayward Ca,LRZC1
11181040,San Lorenzo C A San Lorenzo Ca,SLCC1
11180825,San Lorenzo C Ab Don Castro Res Nr Castro V Ca,LSCC1
11151300,San Lorenzo C Bl Bitterwater C Nr King City Ca,KCYC1
11160500,San Lorenzo R A Big Trees Ca,BTEC1
11161000,San Lorenzo R A Santa Cruz Ca,LRRC1
11042000,San Luis Rey R A Oceanside Ca,SLOC1
11162753,San Mateo C Bl Lo Crystal Sp Res Nr San Mateo Ca,MEDC1
11046300,San Mateo C Nr San Clemente Ca,NMTC1
11120520,San Pedro C A Goleta Ca,SKVC1
11182500,San Ramon C A San Ramon Ca,RACC1
11057500,San Timoteo C Nr Loma Linda Ca,TIMC1
11022100,San Vicente Res Nr Lakeside Ca,VCTC1
11058000,Sand Canyon C Nr Highland Ca,HGHC1
11044350,Sandia C Nr Fallbrook Ca,SDQC1
14142500,"Sandy River Blw Bull Run River, Nr Bull Run, Or",SNDO3
14137000,"Sandy River Near Marmot, Or",SRMO3
11059300,Santa Ana R A E St Nr San Bernardino Ca,SREC1
11066460,Santa Ana R A Mwd Crossing Ca,MWXC1
11078000,Santa Ana R A Santa Ana Ca,SRVC1
11074000,Santa Ana R Bl Prado Dam Ca,PDDC1
11051499,Santa Ana R Nr Mentone (river Only) Ca,SRWC1
11136600,Santa Barbara Cyn C Nr Ventucopa Ca,SCXC1
11109000,Santa Clara R Nr Piru Ca,SCPC1
11124500,Santa Cruz C Nr Santa Ynez Ca,SCCC1
11042900,Santa Gertrudis C Nr Temecula Ca,GRTC1
11044300,Santa Margarita R A Fpud Sump Nr Fallbrook Ca,SMFC1
11046050,Santa Margarita R A Mouth Nr Oceanside Ca,MGAC1
11046000,Santa Margarita R A Ysidora Ca,YDRC1
11044000,Santa Margarita R Nr Temecula Ca,SMHC1
11028500,Santa Maria C Nr Ramona Ca,SMKC1
11140585,Santa Maria R A Suey Crossing Nr Santa Maria Ca,SUYC1
11113500,Santa Paula C Nr Santa Paula,SPPC1
11466200,Santa Rosa C A Santa Rosa Ca,SSAC1
11466320,Santa Rosa C A Willowside Rd Nr Santa Rosa Ca,TARC1
11134000,Santa Ynez R A H St Nr Lompoc Ca,SYRC1
11133000,Santa Ynez R A Narrows Nr Lompoc Ca,NRWC1
11128500,Santa Ynez R A Solvang Ca,SVGC1
11122000,Santa Ynez R Ab Gibraltar Dam Nr Santa Barbara Ca,GBPC1
11123000,Santa Ynez R Bl Gibraltar Dam Nr Santa Barbara Ca,GBTC1
11123500,Santa Ynez R Bl Los Laurls Cyn Nr Snta Ynez Ca,LLYC1
11126000,Santa Ynez R Nr Santa Ynez Ca,SYYC1
11025500,Santa Ysabel C Nr Ramona Ca,SYBC1
11075800,Santiago C A Modjeska Ca,MSTC1
11077500,Santiago C A Santa Ana Ca,SKAC1
14189000,"Santiam River At Jefferson, Or",JFFO3
11051502,Sar Supp Gage Nr Mentone Ca,SRDC1
11169500,Saratoga C A Saratoga Ca,SOGC1
14188610,"Schafer Creek Near Lacomb, Or",SLCO3
14202980,"Scoggins Ck Blw Henry Hagg Lake, Nr Gaston, Or",
11519500,Scott R Nr Fort Jones Ca,FTJC1
11113000,Sespe C Nr Fillmore,SESC1
11111500,Sespe Creek Near Wheeler Springs Ca,SSWC1
11504290,"Sevenmile Cnl At Dike Rd Br, Nr Klamath Agency, Or",
14326510,"Sf Coquille River At Myrtle Point, Or",MYPO3
11475800,Sf Eel R A Leggett Ca,LEGC1
11476500,Sf Eel R Nr Miranda Ca,MRNC1
11467510,Sf Gualala R Nr The Sea Ranch Ca,GSRC1
11189500,Sf Kern R Nr Onyx Ca,SKRC1
11345500,Sf Pit R Nr Likely Ca,PLYC1
11528700,Sf Trinity R Bl Hyampom Ca,HYMC1
11203580,Sf Tule R Nr Cholollo Campground Nr Porterville Ca,TUPC1
11204100,Sf Tule R Nr Reservation Bndry Nr Porterville Ca,TRVC1
10255897,Sf Whitewater R Div Nr Banning Ca,WWUC1
10255895,Sf Whitewater R Nr Banning Ca,
11455276,Shag Slough A Liberty Island Nr Courtland Ca,
11517000,Shasta R Nr  Montague Ca,TAGC1
11517500,Shasta R Nr Yreka Ca,YREC1
14093000,"Shitike Creek Near Warm Springs, Or",
14092750,"Shitike Crk At Peters Pasture, Nr Warm Springs, Or",
14305500,"Siletz River At Siletz, Or",SILO3
14200300,"Silver Creek At Silverton, Or",SCSO3
10393500,"Silvies River Near Burns,oreg.",
10321925,"Simon Ck At Hwy 766 Nr Carlin, Nv",
11140000,Sisquoc R Nr Garey,GARC1
11138500,Sisquoc R Nr Sisquoc Ca,SQQC1
14307620,"Siuslaw River Near Mapleton, Or",MPLO3
9419665,"Sloan Channel At Charleston Blvd Nr Las Vegas, Nv",SCCN2
9419659,Sloan Channel Trib At Las Vegas Blvd Nr N Lv,SLON2
11532500,Smith R Nr Crescent City Ca,CREC1
11532650,Smith R Nr Fort Dick Ca,FTDC1
14158790,"Smith River Abv Smith R Resv,nr Belknap Sprngs,or",
14158798,Smith River Abv Trail Brdg Resv Nr Belknap Springs,
13290450,Snake River At Hells Canyon Dam Id-or State Line,HCDI1
10256500,Snow C Nr White Water Ca,
14159200,So Fk Mckenzie River Abv Cougar Lake Nr Rainbow Or,SFCO3
11458500,Sonoma C A Agua Caliente Ca,AGCC1
11458433,Sonoma Creek A Kenwood Ca,KWDC1
11160000,Soquel C A Soquel Ca,SOQC1
14139800,"South Fork Bull Run River Near Bull Run, Or",SBRO3
14325000,"South Fork Coquille River At Powers, Or",POWO3
14159500,"South Fork Mckenzie River Near Rainbow, Or",CGRO3
14332000,"South Fork Rogue River Near Prospect, Or",
14187500,"South Santiam River At Waterloo, Or",WTLO3
14185000,"South Santiam River Below Cascadia, Or",
14187200,"South Santiam River Near Foster, Or",
14308000,"South Umpqua River At Tiller, Or",TILO3
14312000,"South Umpqua River Near Brockway, Or",WSNO3
14194150,"South Yamhill River At Mcminnville, Or",MCMO3
11401920,Spanish C A Quincy Ca,SQUC1
11402000,Spanish C Ab Blackhawk C At Keddie Ca,SCBC1
11501000,"Sprague River Near Chiloquin, Or",CHSO3
10344300,Stampede Res Nr Boca Ca,STPC1
11303000,Stanislaus R A Ripon Ca,RIPC1
14362250,"Star Gulch Near Ruch, Or",
10349980,"Steamboat Ck At Cleanwater Way Nr Reno, Nv",SCWN2
10349849,"Steamboat Ck At Short Ln At Reno, Nv",
10349300,"Steamboat Ck At Steamboat, Nv",SCRN2
14316700,"Steamboat Creek Near Glide, Or",SCRO3
11447850,Steamboat Slough Nr Walnut Grove Ca,
10244950,"Steptoe Ck Nr Ely, Nv",STEN2
14375100,"Sucker Creek Blw Little Grayback Ck, Nr Holland,or",
10321590,"Susie Ck At Carlin, Nv",SUSN2
11447830,Sutter Slough A Courtland Ca,
11016200,Sweetwater R A Dehesa Ca,DEHC1
11015000,Sweetwater R Nr Descanso Ca,SWCC1
10258000,Tahquitz C Nr Palm Springs Ca,TQUC1
11042400,Temecula C Nr Aguanga Ca,TEKC1
11071900,Temescal C A Corona Lk Nr Corona Ca,TMCC1
11072100,Temescal C Ab Main St A Corona Ca,TSLC1
10336698,"Third Ck Nr Crystal Bay, Nv",THCN2
14188800,"Thomas Creek Near Scio, Or",TRSO3
11337080,Threemile Slough Nr Rio Vista Ca,TSGC1
9523400,"Titsink Canal Near Yuma, Az",
11455140,Toe Drain A Liberty Island Nr Courtland Ca,
11455139,Toe Drain A Mallard Rd Nr Courtland Ca,
10322510,"Tonkin Spg Outflow Abv Denay Ck Nr Eureka, Nv",TONN2
10297010,"Topaz Canal Blw Topaz Lake Nr Topaz, Ca",TPCN2
10297000,"Topaz Lake Nr Topaz, Ca",TOPN2
14302480,"Trask River Above Cedar Creek, Near Tillamook, Or",TRAO3
4.53E+14,"Trask River At Highway 101, Near Tillamook, Or",
11157500,Tres Pinos C Nr Tres Pinos Ca,TESC1
11525854,Trinity R A Douglas City Ca,DCYC1
11530000,Trinity R A Hoopa Ca,HOOC1
11526250,Trinity R A Junction City Ca,TRJC1
11525500,Trinity R A Lewiston Ca,LLKC1
11523200,Trinity R Ab Coffee C Nr Trinity Center Ca,TCCC1
11526400,Trinity R Ab Nf Trinity R Nr Helena Ca,
11525655,Trinity R Bl Limekiln Gulch Nr Douglas City Ca,TLKC1
11527000,Trinity R Nr Burnt Ranch Ca,BURC1
10336780,"Trout Ck Nr Tahoe Valley, Ca",TTVC1
10351400,"Truckee Canal Nr Hazen, Nv",HZNN2
10351300,"Truckee Canal Nr Wadsworth, Nv",TCWN2
10344505,Truckee R A Boca Bridge Nr Truckee Ca,TBBC1
10346000,Truckee R A Farad Ca,FARC1
10337500,Truckee R A Tahoe City Ca,TRTC1
10339410,Truckee R Bl Martis C Nr Truckee Ca,TBMC1
10338000,Truckee R Nr Truckee Ca,TRCC1
10348036,"Truckee Rv At Glendale Ave Nr Sparks, Nv",TSGN2
10348000,"Truckee Rv At Reno, Nv",TRRN2
10350000,"Truckee Rv At Vista, Nv",VISN2
10351650,"Truckee Rv At Wadsworth, Nv",WADN2
10351600,"Truckee Rv Blw Derby Dam Nr Wadsworth, Nv",TBDN2
10347460,"Truckee Rv Nr Mogul, Nv",MOGN2
10351700,"Truckee Rv Nr Nixon, Nv",NIXN2
10348200,"Truckee Rv Nr Sparks, Nv",STRN2
10350340,"Truckee Rv Nr Tracy, Nv",TNTN2
14211315,"Tryon Creek Near Lake Oswego, Or",
14207500,"Tualatin River At West Linn, Or",WSLO3
14203500,"Tualatin River Near Dilley, Or",DLLO3
14303200,"Tucca Creek Near Blaine, Or.",TUCO3
11299995,Tulloch Res Nr Knights Ferry Ca,TUKC1
11274790,Tuolumne R A Grand Cyn Of Tuolumne Ab Hetch Hetchy,TGCC1
11290000,Tuolumne R A Modesto Ca,MDSC1
11276600,Tuolumne R Ab Early Intake Nr Mather Ca,TEIC1
11276900,Tuolumne R Bl Early Intake Nr Mather Ca,EIMC1
11289650,Tuolumne R Bl Lagrange Dam Nr Lagrange Ca,LNGC1
11276500,Tuolumne R Nr Hetch Hetchy Ca,HEHC1
11289500,Turlock Cn Nr La Grange Ca,TUCC1
11311300,Turner Cut Nr Holt Ca,TUEC1
11455268,Ulatis C Nr Elmira Ca,
14020850,"Umatilla R At W Reservation Bndy Nr Pendleton, Or",PDUO3
14020000,"Umatilla River Above Meacham Creek, Nr Gibbon, Or",GIBO3
14033500,"Umatilla River Near Umatilla, Or",UMAO3
14321000,"Umpqua River Near Elkton, Or",EKTO3
103087835,Unnamed Trib 1 To Leviathan C At Leviathan Mine Ca,
103087865,Unnamed Trib 2 To Leviathan C At Leviathan Mine Ca,
14348430,"Unnamed Trib To Wbr Carter Creek, Near Ashland, Or",
11507001,Upper Klamath Lake Nr K.falls(weight/mean Elev) Or,
103366092,"Upper Truckee Rv At Hwy 50 Abv Meyers, Ca",UTHC1
10336610,"Upper Truckee Rv At South Lake Tahoe, Ca",UTRC1
11042510,Vail Lk Nr Temecula Ca,VLKC1
11478500,Van Duzen R Nr Bridgeville Ca,BRGC1
11118500,Ventura R Nr Ventura,VRVC1
